"recipeNO";"recipeName";"categoryNo";"instructions";"qtyPerRecipe";"estPrepTime";"estCookTime";"qtyOnHand";"stdSellingPrice"
1184;"jaoro";73;"Nroq&IFw[1@#Yb3VV05Knd$@oyx)bmm6Iq$zu0UdSO5XjjQpI4rwKRij12rg9aFi^Z*l9GI9Vx4rC$UVRENM8jRnlK%Onx5uayWv4xvlJxwC#7OEDT!oLqEwKW9I9*M&c5k6(uzwxTW1&G87Iz[MO6";14;45;111;668;35.6
1185;"zu";97;"zKGnUG)^g2u%bU$nJ]x9&gPRsyyt@^s^rrzm&c)RLHoTFFvjXk38&qR0M)qOpSVw1#Uh1Wy%&yn^ZLROkR3b)a[WmFhURGn[[6izykHM3FcxNtGVf*ObWtEvDlbDaIE^PvFh1RSf!Isey5ULBva5vP";13;52;111;197;383.7
1186;"pu";63;"bS$l1WYqBb&79rPyd&IKys3&7W8zVFz$IknZpPo3Uxbzy)hdh#pO%W$cT)SX)2WLQB4R$FmB4$f*psxMaSZDTnd0Ke7@weQ&eW&9O(RQ7WJ&sVX^waxURv!jcTN]H9mlZJuhv#!HF@ttUlOuW#i7Up";8;53;54;566;117.88
1187;"ta";30;"e0BLsVV2A1CUVQda6sC8X(2V&PE3)PP1ObFRViiQVLaWtDxW[A3HIbFtKt70)TVKXnR9&bvaqd91Hv(aL*tB4i$A5F[3)s$Ew&80%%AiR!BPA(Z@Pg%#%4IhS8jGRDs#3yOkB#IRunTE225lV^w7L]";30;1;8;870;256.17
1188;"onru";53;"tus1HpO!^pv2!&IDdkgkNkJzVaz2&D%MiEheBm)HDYkPb*]7CqNy%j#*xw[P2umDBqwx1o3pIof$Sp1%d5kFbjtVkvz5a^SpMjoo!WfNLw7gfMY!Rxd[j8g7)yZ*Qc)C5k7PRG#bzD$Ikwgl3iG^)$";29;58;48;944;464.41
1189;"uhbu";47;"&fYB[njHZBzQ$#ME[8zUzmHOY[1kbT(qakr^XJlY(dPc(wkeI[S0H0FJHbkm)w3@jWdG@!%XPFG48qv)J3EUz!2]T3dchS9()3zEr$lcGCn0ca%J3h@2hdZX*zc5sGZHv38E#UHzyx&GDui0^W&SQL";49;2;74;58;25.77
1190;"bof";22;"CmR(5k(3(T^tNoXHz4WiPHB]lH$EOyDjB8Z83LKZt9!4g%Sm&xISkukgO^foaJiBxRU2XazwX5YUD8ud4Yg(y1Bg#PgYX$aSlQsQY[TE87Mym*H[RO$NNlVxCzyjy!)k0Pl5Ppf(BQ*xq&LYnE3Q&K";41;54;115;525;78.0
1191;"ziorli";74;"A5%1[wuIjoRILZjw8hMGgaiMTpY8nQRP%WtBG3JZK8!jN[[k^5x@AFqH]oTGLtyuDg@F@**6*a4]yQu%YYn]Ay(hT(my0(0utRmb5c0RDVOX7Gv$CwQi2MWjmdhM#o@R6$s5xoK9iu&R%)Ba7m$#Er";44;31;79;90;432.1
1192;"hob";45;"2C4P*J54Nn3L#W3X^MzAn4J@ui!emq]@v1Gm^L1#)t#qJWT4v]IpDo*suUAGDN)lyAWR[NzcEl@P4FCt*XE*JBCB#y8OEBP[Xa7MKDBS)UFt%yuCd)%rz$Ha#YfaXFO2ZvIPx0J8()[UZ$*2*PdR[t";4;45;101;208;265.8
1193;"ju";18;"b9AXEyDKM9[9X8ar3(YyGuiZyrDpJ(zzb6xtYifw$bXR7WAwvbctls7c^%FZMaZnPfLzn!](&UQf[XF!l1XY3fQUwBX0RlXefDPrPOrImQr1GPR!s53j1qZS@WR*HJSs8Vrn$XXhDJUPRfYnD3uRV*";13;48;78;277;419.77
1194;"dumijkot";96;"bmJsBurVOruu9Qx9k$O3]N(pbLgIN%fiOX4YEC5fjvD@HIofDCJ1*mqFbxLYCNua[aW!7PCK!Yf3@AAt&aPfaj^oFiNftS!vxQP5a@W1[d6p^USdj7l#!lNtlRKm*DjIhp5uqu%haDqGbHmcN1@o)^";35;46;19;692;325.25
1195;"gag";13;"x31R!tx2ht1KQB6ZS$dOB7rs8$UUP&4!B1rKHu$x8zP*m3zCly^H0LI$cokerkF9yl1kx7widyylE$Mmw)ZuqA5D(SIbrPL#tJR5^w(LtqVyFCgef%IpBuQ4AI)^q6h*)(WQy!PP(Sc2!EL*afmT5e";23;29;104;604;377.26
1196;"zora";32;"*C7k&bfd]5%89If&gp5uGx$8c*MNR@Q&#3BpR75pKx#BQvW6rq)3lNYKuRmv5y2tHnaryxFdwv9RcG18Qqc4ms5sK)Tc(YIvFS@H*mtyUXr$NJHujPPvC&sz7CeSxNvobhq]I)!WNZtEMpaPLWzU4G";18;43;69;61;364.27
1197;"alana";72;"Lec5^sypc]]J%yOvI]DErHf5VofWDl]z4nA)uPW6XyHSk4FVe]67V14P3CzLYCW@&bRbUHArfJr[z&qR2JIK8ya#rlzxwH1C0OKY@OCmL1ICS2Z95*ge4AZCF3ZzYrkph3gY1!Y03ztGXw5gz]s[1^";4;36;84;352;419.25
1198;"ceahoen";11;"6@H2%ZKHWZVM[AuAQ1w(YwDWDT9K$@T5TiPD&OQF%aBwZ(r4At47zXm7n6hAiX28WX]6a7%Fl0ufPjAwb(YGC2$]&R9Ux6qjxHf*GBc8KgG5@Nb*YRDbrzlpkN)iaKi@r2l7&@YiIBOgTcCcGRjyiO";23;49;88;415;294.13
1199;"efajimul";80;"DqG7e](LQ$f#efeSL$rNJM@caq6jtxl0Qhi$ybQ1RLC1PRqdOwlnH3(!8nhc#HfdJ2JHT9IY00jBpz)QsuJ5D[w[AybkIdMX($NC*7hpjHg0$U$ga1txN%(^u$H97IKDWV$[s**SjiGEb@LOHqj1t#";29;2;118;563;32.1
1200;"wa";37;"cXhojg%CxjOum9sg^q6*r#ne^4Wftv4Y8yby*^7WK9k2$V%r])jABh4Odhev)RyMC8mkcx3)qDH4va&fpSV27!bgGoto]B[z2tcnEf0j1)NK*X&Y(&0ywC@)BydvEdgcGfr[&P6Mv)ik80G3(K#HZ^";7;52;109;605;482.2
1201;"isinoher";49;"alFTBl^&4i0g[g#jmJ@0JUNED^daVJHjcKJ86hdvvv&([#7ZQT7*0ygdSQOPFWXK7*1d5EIQ@QT9D5zvBDU]5a3lDlkfrSoQ54ogJ*GYy4g[vEV!YBMbmRM*4FAovQ7ZeD6Do3m!sV2hUj34RRL)[l";24;13;29;70;51.16
1202;"luzi";61;"NR92iNoVbWH7rrZDrCxcBhA4@7hb2CTUfPiX(l0RLP7Ru0B0nSw%JaXf%%GJvz2!c8xMK*htYAGGck@haWcYklJbM@8qB#(aGL989OE$Aja95bh#Mxm%#sR*]!(Q2mOj$v(F6rAm[qnyIN)ahTIHgD";14;15;120;280;145.71
1203;"at";18;"RxGrH@7GNu[36aM@x(Et2j7muu1%0pyd!YS]Wm6m4GEIE3iR3v#etTAQroWkLKD![DMQGaZz]bIL3TS^$t78kvO%TFo(w5DQ^Xl$F6xl97D[pMj!MJ(&x!PIwTjqsytRIqZMdKTaLyciE0(YE^gzB^";34;29;53;747;75.59
1204;"oji";8;"WdukV9or$f3jQfcdkJZoi7ci5JqxIa&5W*0@KI*re*9[(y[y*I%WYklGWx!h856ih9O[%OM5RjZ%VGQk!fK!xKm)GxI78V3DkwhwTFX7DH2WGDjDugZSHJ4T4k[71RZ[leFtX*$UVk^iAHhcGP(OMw";3;29;3;451;98.68
1205;"dan";23;"k#7&0zFAo[UJhc*1vbWwbcPrI2BSWIG1hyrYOxQjb6peYZYlT%FWh(rAt9jXB50hLsaHaWk1Ktt86m4kTqXIHpV%m1DfTB)jM!cKnCdSgtP9x6S4iqp@U^*eBxZleo4e#HHUSAxuM]oYPhmdoarNpC";20;57;74;32;296.37
1206;"hebno";64;"AnpS9MrS5aiKq$lO3H&tV2RhbQPplRPCq7tz!cty3[#ZrR$F@gFZ$cCU1FSrXFTRvuUdxYH)YJrUvtW*OW&B0aRKf@3vSb%YadB!p!v&b3hieKKrdswtUnSnNSYQIT!l9Hi4[XcYDUUHFrYb*QdgU^";18;51;105;687;335.88
1207;"aberofat";68;"kJiM*PdpPv27k@cV%fZXnyDz[a*kl%oz923sb*yvVF2RVqwXhP@5*BQpPiHbXkYXzXu[gv00H(wvl!H7MMDF]1H%Len08Al0OqEj(F4[Dqa1%*jQ%ij^pG*!(B16Q&VJ13b*^lHHeD8qsA&7Gn9^O1";40;48;16;445;345.0
1208;"juzek";95;"Q$GRgf&%YpetqNPTGfuxNou&9J8A*Qj&HURpz8Px)OOd7cDh&o9W)BZB74FU8w%QtWtZQ[5K9ZnitTFx24VHzfRiIiTZfm9oYcBmd0NLo72IUJmFG624D%#8]%UZBSCASm4CA)ngG7oghr!70HlMJR";17;30;3;793;407.37
1209;"rigbuotu";48;"ltlx12Sf8UixVhwaHYhSe#Y*fWYTEo4IB*JyhYb)WL#U![P3*os6g2nD@w!JZ76n4t(4#Jwen7ihvU%s&aC2Gx0h18%f3479GzcpinErI@MUTliFB&WE$7Q7&M5EAhW0O1T71GNm2aCBO5]!CzM8kY";42;17;97;275;130.58
1210;"lapkile";98;"rE9py$i3dX)&C2%]s2ns3*t91sQai4M]WE66HDmnvq#@sE3E2JKH]Fve*%2DFUo#ye[52HY7y81%q(Gi#4PzxSyl6dvGjoQwg1iJLeL$226sFApgu9BL85z&IZACFQgM#6wEq5W4#%$mn]wsPOCJ1O";35;2;3;944;107.14
1211;"giunlen";55;"wIu*)&XA!0]!M%jKNqR)!FOmMtRZya^nZcVQ8@WXeEct8vYq9jVL!)cvzEK#k8A0uwF4j&fEb89M!X4*b^ZVCaa*1H^zLcvQugp1ckjmI5P[pbUN@yyxVq2BC&W#^BBq^O[r4LMqN95&SzO0Yg4aU^";22;28;106;759;425.63
1212;"ar";27;"hUF73UCXIp7aYXD1I@oA2Xxr54YuF#fQCN9$x8yp9HaiRdu0zC[#v6zz(I0wmkv*uJFCiEg5eZu@WFNhYY0z0^#2fv9u)^*KRxvud#fQkf9%Z]OD1sA1$ZehD8Kc7s)!saa0hyc[K(Jwacu#M0]XYr";7;3;84;947;282.6
1213;"izku";43;"jq!ouo31&DztY[cnqO%D9nOcF7lrSN$&lzZ1l%aTbzUkk3%6*oFEC2HEXs8i&lEsN#mHK37aPk0r$fEgA%PV!HvZ2L3VybWa7Ih2MGLoNN73r^1gIiJo0GS]ATVUe9%u[W@basCX&bl()mqde&HT]p";21;19;56;784;363.63
1214;"mipdude";24;"JDcgx0z7(E*!i8MPPKBsPvjnzZef4Fi4Y(YO)fLTzczEN2q5&Fdweb%sEbWS3ObHHCJjuT3J@)mf(8T*Ix5i@]^C*%!39E5JMQ1Yq0AID&6n!Y4kSOqW(kNaPj(9CL)l4$pVTTR20N!6PU8z7)*TeF";38;25;65;509;87.62
1215;"ifji";81;"Fe6G!%y8O$rCA@k]xf0$gj!Oa!eQ12@3yZC72Q8Bt2L8v(j$wy#vSy6XL6i]j8Gir2M]1ua7VMZD#K(I(zP3qyu@l@2)sGP(%iR7lcr1k2CbH35&1A%Uhzs$i46pOAY8!)]BX21BZf(kkm$$JNUzK^";3;3;118;436;399.96
1216;"maj";82;"IUgJ[oKhT@II86cve28Q&DyeIvfY5R3D[5^[6z8oeV9HJccn0^Ic*&Fc#FEETkW94EGVVFQ$5#FZ^[74!kfc^Z(%%SdXAX92GeTXb98%cc^4@lkfFokB%%%qppnhe8d#FJ5qO2A!Ov!KEAF&&Obld#";34;35;108;412;225.78
1217;"pa";47;"7obfh@Rm4S5&MUZ3k3pThr(ChSejI54RaqaOyaYx(PZJavsEDa6[C86k)knuisZ7Zka!ytkELb$MmHA9TFf]ELxxKfI)1M)10@WKLZ4Myo^9AktUhmiu@@aavvlJg#ke0ZEPxrSwE5U5njDGhBP6qc";32;45;39;796;490.69
1218;"zuiladez";72;"XavSd*HiGsEX)Agwl6M&V!4k2*DxWjjzy9](GH#BAOF!w^gGK9]cAuZFJ2Q2aEqCWDdSUEH!HlWsorr]%C)6x*%uy1EfRAej]CbCNJ0zJuOeyU7v[C1Q4^)MEFwYWqS!HfDWh)z#IA9tahk%tQB$yN";47;4;3;801;257.93
1219;"wu";40;"[!s2k%RU9Nu*QAkrg1xRqzYNhh5yf&j$6F!aCeiX!cc^CFG[mzkdV97cDAOX1#]z!A!AuXAbmoZ^MqGnO]P!RZzewyx$D^Kg5Nj!2CFKYmvvBw7*ujQz3gOGkeavBS*]F$M^*kb^]g9E[EueSk*M(a";41;15;54;195;7.28
1220;"levwodmap";42;"f3AI7qkiI5WTlXK4PDOaJtTA]Ffo3Fi*fAlfMpL*#GUH7d9j%rm(5Ftd5VrWKTZ3Kr0tSe^v$VFRce0Ouf0JkKDsR52NdBDfD(jX2eII9eDnfANz28(B$6I]FayQJM[hdPNvQ3Mssy[2ystHqd&8*V";8;33;67;620;29.79
1221;"bazrolaw";40;"U!ivXWj8O$gpOqdF@m&5q9tgp1n4U)DbCxk^AASLdLIo13D40#0q(^yJyoBH4egRFRv[b5FW7Qs]3f2CBSSDB]*B0l09d5T[j9FE6vueR*ftTp$1sIkfV908M9)qR*RvvSyX](Sj^rQYuJ^I1xXcJn";32;8;34;545;473.91
1222;"mavafezi";36;"C](l[!]Lz#a3Pb22abqF*RHH$at$td$yMO*s#mTG]Bzu3]54&dSfPv6QvA^Dpie#AGQ*fuZnW^]!Q5hx)n!V5dT3F]pu98%[zMxhyuBMCV4graHTi1wt[m0*tOZUsA(g0lXXRQh[rU0Z8@sC%^4IGm";18;0;63;440;147.17
1223;"ge";62;"PLc!1b(3NQcVAMjc)R7z]1enYqzX[75uoHO[@q02)TMTli%h2LiLKI)ED65uG]gt)I7#3MxBZU4juSJiUolT$27xCaFUPeD[v9DcSK49&MTdYb95S&GzA$!qTf^(bl69d(Yl!lc(jrRQGV1Dcxr(hy";40;6;82;800;342.8
1224;"naha";40;"JKgZo@Eaf$*aP]6]IPz6z*!eG#mwqTlVwcI0O5e!h41FpvRR7m$dt0khR5vx5x^MoG2fX5$WWaK@K0bnO!2UIbBYwz]a(TV8Cr]vwl(Lxd*mTIXEFtrx*xh1Nm&FX0IJwqviNGJ7I2Mm4)PjvJYBvN";39;46;84;219;245.72
1225;"sit";16;"8QKl8s%^wEVe[R!G0PV0^QS6pz3l$yu)@Nz9rMhztAw[YTuz8poeQl1%&^oJmR1F0zPb4xCioy[)cc$!#Si!jTi$IC1h3*b&H]R1MdU31enCTCo)6#Q5YT(tPrNbs&@yh4%3[5n8xlX^9jrgOClD8E";20;21;106;917;53.55
1226;"letteto";17;"aannaTKGLV#1pou]#NS]9K^^*FpNJ&jort62Jd^2hP98%ad4PSVm*5*)tfb$0TKuhG[9UffbG2amtikKvIiqjsmGaDXhFBAm9X0W6Af4J2aE2D]HJ0c(0M%fIWfiwOkaatxIoOfx60MzNoHf7Fl^9z";26;43;4;279;12.76
1227;"kajiwbol";43;"BvoOBM)l(q8c4D@aZ&pJ%i$vdEdAnSXU%#Ke5xMPV&O7qC$%jY^lr$2e*iDlJXF[OcLIy0dJXf!9kWgmfh&v3DHr@uxNawywvjs)0Agon1nJcCw8y0nzoTyp7Q[4dJhRdL6@DHwG$O$sub81^R)CB0";16;45;54;201;381.59
1228;"masvafoh";8;"IsZTvn5uqzgn0zXbkVo8kH(8w&KJ#xHY#!X@N0o17Wvp*6bA^pDOkUl@ifTgD#PB^IUAN6(@6MrmZEGNKkRbjDXiJcBfg5JRiS[KX)IqV*YzK#FK2)(4dqayFprp[!z2&^JPC5!jai7!X!6bqLV#yW";45;57;3;111;216.53
1229;"odi";40;"X*&!%MharFI7Sd8tpxie*p1$F&6wD4CeZsiqLo$NgYO]qtzG[^dUhtQObAFeH@$6$^5%62!31P^fV7tV9SNN5@aJt&Zzkv&l95xMRAi62AheVl]v2ewxoLWenAD$FLlS@cLA[ropFLeqRM[UBX7p4X";34;7;41;863;292.66
1230;"zib";20;"JUGr0L@6t2eol6QLYNACmi1nsmRwtEd0Tx)fGiXVRbVVO(FKpXn$mkeEz$sY%%E&EWROvRao)UU$lqPXIIZJW4itPQB@hu8V&z%j8]#^sSfvS&U#Vl068y50j4$8)^VQC4Lnu8C*rAlCXKgfAOd#!^";20;53;77;340;465.8
1231;"unmak";47;"qwD&aAeUUvCw6Hq3EyNqg^H%nLEpzXiTLp^*I]1]YUP#9d2ar*XqH!8A]M3WRnBi!c@pKX0]n*wyrVS4Z6d@biQGISl1z$3FgT$zbH7qpMZO^A)YpjBafAX9YAARtz#$vwx$BE$oH)4eleB%H[mnju";29;34;88;338;399.27
1232;"dewdu";81;"S!@uGAs5Z]BKRL$)SzKR$6(4bkzXxTx06VSRaDP58Q1[K5z^y1i^o1O)rqCeuRiqkgyWzT1IxjmQh@*zLi&6V%41NjgOipH00!%ck73QA(j7A#oUXg5Y]hxo@Gey#]DtpxCOmSjGRrGs5[jiQHJJcY";5;17;10;569;63.3
1233;"va";28;"BdRq(!nYU1y9L)cx2R^3a#xyJ5deMPQc@rTRTfYtJw]V3BPp08q)^kQ31Z!Thwy%%tUiLocOm[J6E*TNtQLEJP[Lz1BBNa[K)bHV*$fQCfO)]LB@Tzr#KhfIJv9n7GtB7kslnV(xtgpiPWzLnyyD7X";24;16;57;950;488.63
1234;"wat";36;"jBz9EFfiJ6YMVz57@MTB3knwz&X!ofT0H#s&OoTUKgO$]N]q2s[5h[tDZ[sje&P(bkxFQXBaTMUi@%tZc3KYhUZfacd^$RG8um@XDloSZb5G5EbFpv143$x!q]scxJlkR$irtT03&M&bPVO)4wBvsR";26;36;94;235;348.21
1235;"vifrorcav";49;"gt!ze9Sz9eJn^^#B7A][63W]br*b9MgHMPszj$Ve8P(3B[p9G4IOTh]opm3o%2&WdXqa(N^a4tWSwNO3RbxFGKIAfC4Vw*Zw&1@!!f^4(!$369fNZ35vEN*kIs4HGSNNvmcHHLp!boBm3)cQduT#gV";24;34;100;616;206.53
1236;"uka";14;"b8BhfO*p8qH!ZSO$UH*H[sH&zOKcpANPeZ30JRLwW&zh9HrTgmn0Fj)%(a@pYfw()z)sM&82rHBDDCK#LX5W#SnO#tNf$DF&g1P8haBXIys^)TPI^z9pgkHf&NsVx0d&#uSo(kGK@N#eFvRfLa$]N%";18;23;86;502;260.19
1237;"jeuznaj";20;"fycVV%gztjNimf7(pR]5F5qFyu3nja!Ze]WtNVW7F!o(76KpL!Q^ZHZ%0!@J7&UA3irGIMFT^TFl0i]%RFiPP2UbCPpY^ds([vP3%aqYRtKm@FTaWsPb2FrIC0OPJ!$1Q&WzmQE6a(5xOWOAz&yKXI";36;48;77;123;22.21
1238;"ad";11;"hXwEl1!&BAbS!ANHgSpLo*9dgAywr]Xxl2YCYOQZLs3Z0A@lJ1CESHGNAR3Vwmq0cH$p)9!rVC5P2uk7m8cN7E4F7sLl(*Qv3(k7vy5zjthXhXaLfXJywJF6uNJ^zuXxHD*Az]aMeQFFWX8xg08Png";36;3;21;900;458.12
1239;"jewulod";10;"0IH1fSu#Ht6y[76qCjV1q03gfp7j(nyIvq53@8]l$BCK@P%bt(FxjiTQ]g]L*9Bb3g50Ougcr)wG2a**$7O4#c$Fs$r1qucO3QOEL17NAlzPSHy1hH]20wTR7bb!qiTH!$6oi*%TzMddXs9Uw9RYU3";27;49;24;591;328.82
1240;"kokasot";78;"DM7yOE&4evB#vHeRVby056X*%d#ZhBK84rXsJSTrhqBKx&pXhP3lBWN5wskW*AwsND&CaeQKj!Mfa7OI9dNLfUVS%B]vQuEFd1oxoE2CzO9mJHWmd4S&uxDOHmAZ%aI9JTsXCoveoH*JSq[FQ[BO!(";10;49;1;794;90.51
1241;"balmuz";14;"EuEdnu6mSH[T0hPfDQJPoOiA^Tv(J10M60aO63Dk%d2]pCj3WyP0s!zoJN1H(D)Q!O7yb!hUfTmumciUrphW%QuZ(&Y^bgCq*1Y]n&xoSCwS#7(cdWIBFBJD$5Qv*h8r5[U*xltdF31YZ&oNI[hb78";21;46;100;677;116.49
1242;"ul";50;"Wz1BQLIzV@k9JaVHKL0T#y*BC8Pk&LzT4%7o1$&B^mH%5cOz4*D$Ka1^xFKF0Ij^IlMkTsnWfa19tbAlUhlDS$8nMknyuMTZij4UmbMj[b7!3x1SR1f]#O0e%HxP099!WqhcUX5A!D^pR7lci9mGFq";4;18;48;223;265.6
1243;"hervogu";104;"2QgL3E*1NA&WC1l5ZNy2#T#m3qK0*gNU(Y(B5ptEfKkBiY$^&SVhnYi%wZsTZLSNRuyR*Y@SEbFoIU[EINQUiTxr!G%sSxW9LM35T3@x$0l]&9yakB9zjdbnf2#U@Xy78H%FndW(JIr0uG9SW%str(";40;49;53;286;176.29
1244;"gab";35;"JEr95eq]aZfkhIuMO@GAFw]Mvf0xwgODUr8]utHXeCF)f*HKi)W6g)*886Brbl8WQJcJt22nQ9$urvp@aC5%Yik7eQgNPxiGFe*C5ah[7]294o0g86f2fjhk[EVRgYs2d^$*J@TOnRVrVK0C*U89T$";0;45;24;471;458.22
1245;"ebenej";84;"sr#Ptj!Ipat(X9Ov0YBAzJGy41KkM6k9CixMfPpo4KS[MsaP$4Z9Z!mt77@[pCpo3O)@fuA@4C*Ak4WzB(&Q0XVW9ntlZoQ)x&lynQOYwXBqR$knh#3vi@7C8c46ACJvKqF$Bj3d4FswC2up#panY1";49;20;13;408;221.36
1246;"lib";57;"mlAiPTkiAjsKTW59@c*S(!JYqb2pgro0EzJ%@W9IEU5fzbEfha9szenHLdG]6SCdUCh^%hvk^[g#NTmRP)CjjC71aCWf7HQ&3RelkBbXP]0%Wid@88n9D1oKQDA4ECDUUA1Fn7dt@y&Mcj1yQ[adXN";41;8;58;490;127.28
1247;"godim";56;"Fw@rDyrYCG@CiRJgcZcwEX9feYa8qVso#T]jxzC(Uq1Exz73%F[xjaeHeUDDOEoFIWMiVns@D9Gu%7usr$TRY^1GM4pH(^]XaW3!^&YOGJiL%aWcrNqSTkucT2ChV2PDd6mRJMh$3%UTJSr%ufZndg";0;17;89;845;127.43
1248;"nekdaz";82;"Gr9b2#*ybtX5v^h)2uot0#2RNAuinm%NHJ%D!P4Bt5#qR$o3vPEA8ynsPHnTQE7jV$G#^[nxX@lAomu@6!9$jASGW3pEnh3oavcZ5eD3h36$pwYDOHbjlTCt6^wZqELHz6J5M08SSkWQMntcuprg8O";18;30;72;406;10.73
1249;"riber";75;"t%WpB(&]Bh#]]4$ZTOozr8h0&v1(lW21rn^me$83V5CumeQ2d)xPsVus$#C06AE5uAep&Z^W&^1ExDOHKldQx%SoM4LlxHEirr*Sl%N([hXMGVaISIjGvA%VoRj!MYXHVEfcYNGhhCcmQYB)1mRw8J";25;18;72;38;214.77
1250;"nuf";95;"o$OFWip*dLQsr[XHH4bZGYV1EU7o@M#$o@yKLAtJV&BOt4KsJ]Q$oGs%!qsL#tIqt!P92tq9%uFza#L4kq$iG]*R68rSrGSn[nA44UKHnr#@vYc%*ERAhM1Wst40TuJAq$DUIc@slF6b7vrUgi%3qw";38;37;120;840;351.32
1251;"oha";43;"j]@bLyJYi%cf*2TQp[I$$Ck0B#YAfTNw1#4BvW$4JncC!8cQZLN0bIY&wUcj*265qK[P#P)EbDZFFAJ0D7&XY@fmd^%1IoWkD^OI6(yaou*xUPd04%QxkJ3yNGLMjXIrTzNa2Sz2uf@CO3*x66TYzU";10;51;102;515;46.35
1252;"hoj";45;"mn9(tQ8Qa(o$22EzzW5UF*Na25FY0s#yBaNeuoqVpmUzTC$0bp(bLHrzklS)hOCn^mdVdbfqVoETBn^wH2X]qrp!D[9bWle4AO9brUexjeI58Dqk95r8y!h$[rAUk)qiUgRv!@eQMLD(LhiaCr]M#l";34;39;97;128;301.36
1253;"azodaj";103;"wbm6n0ozaMrWF8%dNf9vLF*tdLwQCBhlrjBjLmM&qOqpWsO^mKMt$0CHe68!^TsMWb(c1#LEp#4$q(dh(Tw$uyXN0pD7D*!sFJduolclfCQKPVS*[I2QPQnA[5Q#mV2XwIg!Qomd4(okEJ07f4[yv&";24;30;74;492;407.16
1254;"ho";102;"cLdklt%KE6)bXLSZ3HOJCXvnilvwjS4nFPCy2kiHmTI5Qu7nr09A]eu4SbbF&gRYeWbwzZLRyTQ9umEgM)Ji9[MPr@uKSVvmA)Z#LyX6rjdHw3t6y0iytwNi92i&n#RG3tRRQD9C1$Ls@C[r$Erc!r";21;52;66;542;296.55
1255;"modu";44;"jsKQUUs8NghIEs5JMdmygPev*HF@AArqS4spsL!9BXMj5n#6i9LtpU[T6m#j[YIfwV@PzMwpS8Jgh0!VFGcCF]30nAh4Da7h3Zyk3URX#[3eYm]WPpC@aB6!i*CK)[E(t#aN))$vCD8$VN$$B4u#ec";11;28;87;272;484.46
1256;"ud";36;"wqENdOqY6M7@t6ZOXVB73ZPZ0mnckDYt8C]BjtpKsl]OaF@W63duyftzv[FeQqt8CVN2zpK0t^BvEbk*WcPlule$e0#0NI(zvMR%*wZzz2e!5b[&OG(bFinub0yU)NjA&Fdd7TzJ@pu%^W&VC6kuzC";37;34;89;842;244.6
1257;"upac";71;"f7#jf6546KIr466ZLB[Jl0uAeJap$a@M!lZ04JSB!ODU2$ozVgWzQbOBi%UM10szxH9gyFPCfur8c09ZNWc4lSnH1jDprw(E)R&atdpP^cLTAaHj@%5XXyJl^YhkN68LQIn[vyKVTpDN&zX%AoEZ6A";46;53;51;24;103.89
1258;"suwev";94;"oKvE(x^X$cFGk1AYH11]4#^2e!LyWi)))l(Ufu*4wf@Z2WAjeyYK5GRiB0dK4MM[5#GLa&CgZ*fwMUjU[Q5T]njDy2#3![$x28CYxqY6GcJ^b9Shm@ndEuqdL6pmW]7tx@3R6k5G[ha3SbhD^b(]WN";21;55;1;601;286.38
1259;"zuwraahi";55;"R%YJw[vZz#ci[#J2h#YUH^5sUlJYFVxtk([&!RmrTaTUPmp!ViTnx(fNRO2Bjl44m1H&TM@0N$dT9I&CMTeEdk1QgXWWw6(wb3[fM%JO7(LB@($F^EJivW[3!hnuD4ZZz%%YgqBme55xxdUf4]Kq6e";25;49;8;525;334.6
1260;"budhom";93;"WRF19Sq3L4YY@nT6iamsT5h3@OTW0k0(S8nmlVw7Sj&M&Dd1eKT@Z3@vs6TT6iK4niadr)h@*tc@$k4W7JjhX@lZgCLDxQELPX6x0%p7t#vi1SKfK$z4QZ[AEy(Q^aqBX0brj0ubn1$k[9B7DBk&u#";2;38;101;86;145.62
1261;"ma";24;"54u]v1C$*6(Oe7OGLm6!PG0Eyf^6bZCjCc3sT!ZC^TNOems(&mV2w10I0P9JExiBrvgLD@b1Fd[Vt0FLmjsjKkITBC*x(b18*zmRFSZ$AZPEW[HCEKf&tG^zfGmf9T(MH#8dBz$%EJf[x![[Nd[F8n";46;24;39;444;457.96
1262;"beokika";61;"F#s2B02i[*imLZdM40Uu)#LgXcYI6RihQ87S8$G))ysl5N7MI(bD02epqPrGzwFcGKM[#USz2bz8CtuNj$v&Bi]zHQ9yER@)wx0cbs]^pd&aRe3EzMt^CD(^ZQ(Opld9bkXm2xyyGskUIfkvT#JXUV";7;36;49;893;9.83
1263;"muvne";32;"mrfu2d^pl23vBbYYzevqU!u609Z*k]bAYu*q3s2djjF&BCZ2%hQlEu(G3XP[V4a1yf8bD]DCMFFbWY0z[Hj$UO28e94SOnc[JOHIwVsDF8j&wWstcz0ev8Iq$bbK&@V3e5#]LXQo0pH38mOw!16Ry9";29;13;17;820;76.25
1264;"bi";67;"gEDHcM6yf]ZKxk4pCfX(P%KwAAjbz)2wPDX5C$4Xv&oWc7UTp6uLKmb!nWRdVRdGbxjqTSzq[uJ&(yUH5A4*xsfVn7GOXPn6lgjBX]*]lwX^XkTpPqX4^j[QR8^pc$0U8ZgvrZ)RRqAEPbI3&aK[gT";4;42;110;742;463.12
